                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  1.612,                 1.3163,                 1.3209,                0.83643,                0.57576,                0.65093,                0.31134,                 1.9107,                 2.1807,                 1.8169,             0.00097587,             0.00097587,             0.00097587
                     14,                 1.5033,                 1.3653,                  1.343,                0.72601,                0.60606,                0.67132,                0.24767,                 1.9708,                 2.5223,                 1.7733,              0.0010248,              0.0010248,              0.0010248
                     15,                 1.5046,                 1.3621,                 1.3377,                0.67498,                0.54545,                0.57573,                0.21774,                 1.9292,                 4.5676,                 2.1162,              0.0010697,              0.0010697,              0.0010697
                     16,                 1.5459,                 1.3606,                  1.348,                0.45946,                0.42424,                0.42036,                0.19547,                 2.0563,                  4.808,                  2.156,              0.0011107,              0.0011107,              0.0011107
                     17,                 1.6786,                  1.434,                 1.4108,                0.65363,                0.57576,                0.56242,                 0.2688,                 2.2253,                 3.0068,                 2.2911,              0.0011478,              0.0011478,              0.0011478
                     18,                 1.5803,                 1.3241,                 1.3497,                0.70997,                0.54545,                0.56874,                0.25885,                  2.041,                 2.6498,                 2.0047,              0.0011809,              0.0011809,              0.0011809
                     19,                 1.5217,                  1.292,                 1.2815,                0.68825,                0.42424,                0.47295,                0.20184,                 2.0596,                 2.8253,                 2.0015,                0.00121,                0.00121,                0.00121
                     20,                 1.6572,                 1.3861,                 1.4093,                0.36878,                0.36364,                 0.2831,                0.08962,                  2.336,                  3.481,                 2.4345,              0.0012351,              0.0012351,              0.0012351
                     21,                 1.5476,                 1.3595,                 1.3699,                0.33501,                0.33592,                0.25455,                0.09336,                 2.4163,                 3.3685,                 2.5133,               0.001208,               0.001208,               0.001208
                     22,                 1.5462,                 1.4275,                 1.3902,                0.50319,                0.42984,                0.42813,                0.20039,                 2.0642,                 2.8284,                 2.0362,               0.001208,               0.001208,               0.001208
                     23,                 1.5834,                 1.2874,                 1.3351,                0.52844,                0.63636,                0.55801,                0.29666,                 1.8319,                 2.5603,                 1.7356,              0.0011684,              0.0011684,              0.0011684
                     24,                 1.5032,                 1.2967,                 1.3022,                0.54093,                0.54545,                0.52869,                0.28304,                 2.0529,                 2.3261,                 1.7737,              0.0011288,              0.0011288,              0.0011288
                     25,                 1.5146,                 1.2713,                 1.2683,                0.58492,                0.47001,                0.47446,                0.21146,                 2.1311,                  2.428,                 1.9067,              0.0010892,              0.0010892,              0.0010892
                     26,                 1.6385,                 1.4017,                 1.3736,                0.67331,                0.45455,                0.47303,                0.19978,                 2.1667,                 2.5182,                 2.0065,              0.0010496,              0.0010496,              0.0010496
                     27,                 1.4844,                 1.3223,                 1.3149,                0.75688,                0.45455,                0.53915,                0.23683,                 2.1719,                 2.4121,                 1.9944,                0.00101,                0.00101,                0.00101
                     28,                 1.4856,                  1.347,                 1.3966,                0.93898,                0.46678,                0.61999,                0.31543,                 2.0271,                 2.0741,                 1.8636,              0.0009704,              0.0009704,              0.0009704
                     29,                 1.4805,                 1.3101,                 1.3645,                0.99857,                0.60606,                0.74327,                0.34791,                 1.9813,                 1.9189,                 1.8105,              0.0009308,              0.0009308,              0.0009308
                     30,                 1.3899,                  1.183,                 1.2803,                0.94137,                0.54545,                0.67948,                 0.2915,                 2.1774,                 1.8868,                 1.8843,              0.0008912,              0.0008912,              0.0008912
                     31,                 1.4939,                 1.2217,                 1.3283,                0.80393,                0.48485,                0.64794,                 0.2724,                 2.3097,                 1.9098,                 1.9946,              0.0008516,              0.0008516,              0.0008516
                     32,                 1.6544,                  1.576,                 1.5628,                0.74637,                0.48485,                0.55698,                 0.2118,                 2.3692,                 2.0298,                 2.1831,               0.000812,               0.000812,               0.000812
                     33,                 1.3943,                 1.1777,                 1.2823,                0.72988,                0.51515,                0.55486,                0.22506,                 2.2754,                  1.953,                 2.1808,              0.0007724,              0.0007724,              0.0007724
                     34,                 1.5104,                  1.171,                 1.2935,                0.76167,                0.58125,                0.56707,                 0.2403,                 2.1953,                 1.9216,                 2.1307,              0.0007328,              0.0007328,              0.0007328
                     35,                  1.425,                 1.1878,                 1.3203,                0.73313,                0.66598,                0.65832,                0.28509,                 2.0874,                 1.7888,                 2.0476,              0.0006932,              0.0006932,              0.0006932
                     36,                 1.3939,                 1.3135,                  1.354,                0.81693,                0.81148,                0.81188,                0.34777,                 1.8695,                 1.5786,                  1.758,              0.0006536,              0.0006536,              0.0006536
                     37,                 1.3736,                 1.1589,                 1.2702,                0.84978,                0.84848,                0.81181,                0.38557,                 1.8234,                 1.5231,                 1.6375,               0.000614,               0.000614,               0.000614
                     38,                 1.4384,                 1.1145,                 1.2805,                0.84701,                0.84848,                0.80858,                0.39926,                 1.8318,                  1.454,                 1.6069,              0.0005744,              0.0005744,              0.0005744
                     39,                 1.3987,                 1.1103,                 1.2869,                  0.838,                0.78788,                0.80871,                0.41274,                 1.8206,                 1.4449,                 1.5945,              0.0005348,              0.0005348,              0.0005348
                     40,                 1.3189,                 1.0484,                  1.241,                0.84097,                0.80144,                 0.8173,                0.40053,                  1.813,                 1.4183,                 1.5447,              0.0004952,              0.0004952,              0.0004952
                     41,                 1.2999,                 1.4935,                 1.3134,                 0.8854,                0.78788,                0.81849,                0.39775,                 1.8126,                 1.3803,                 1.5265,              0.0004556,              0.0004556,              0.0004556
                     42,                 1.3559,                 1.4764,                 1.2975,                 0.9296,                0.75758,                0.86631,                0.42464,                 1.8006,                  1.398,                 1.5273,               0.000416,               0.000416,               0.000416
                     43,                  1.235,                 1.1969,                 1.2057,                 0.9277,                0.78788,                0.84156,                0.42799,                 1.8456,                 1.3874,                 1.5659,              0.0003764,              0.0003764,              0.0003764
                     44,                 1.2247,                 1.1106,                 1.1475,                0.94935,                0.75758,                0.83306,                0.42913,                 1.8506,                  1.467,                 1.5474,              0.0003368,              0.0003368,              0.0003368
                     45,                 1.2347,                 1.1909,                 1.2205,                0.96049,                0.73692,                0.81334,                0.43172,                 1.8407,                 1.5325,                 1.5568,              0.0002972,              0.0002972,              0.0002972
                     46,                 1.3094,                 1.2095,                 1.2515,                      1,                0.72466,                0.82841,                0.42917,                 1.7976,                 1.5533,                 1.5471,              0.0002576,              0.0002576,              0.0002576
                     47,                 1.1391,                 1.0765,                 1.1685,                0.91676,                0.78788,                0.82704,                0.42554,                 1.7753,                 1.5495,                 1.5382,               0.000218,               0.000218,               0.000218
                     48,                 1.1845,                  1.101,                 1.1873,                0.96676,                0.72727,                  0.819,                 0.4321,                 1.7487,                 1.4956,                  1.519,              0.0001784,              0.0001784,              0.0001784
                     49,                 1.1887,                 1.0982,                 1.1994,                0.96991,                0.72727,                0.82692,                0.43244,                 1.7347,                 1.4548,                 1.5114,              0.0001388,              0.0001388,              0.0001388
                     50,                 1.2345,                 1.0851,                 1.1584,                0.96527,                0.72727,                 0.8315,                0.42836,                 1.7288,                 1.4342,                 1.5028,               9.92e-05,               9.92e-05,               9.92e-05
